symbol,timeframe,signal,confidence,price,entry_price,reasoning,timestamp,market_regime,direction,volume_trend,historical_accuracy,recommendation_performance
PYTH,4h,SELL,85,0.071197,0.0715,RSI extremely overbought above 80,1767695082.110854,STRONG_TREND,BEARISH,Decreasing,,
PYTH,4h,SELL,85,0.072274,0.0723,RSI extremely overbought at 82.84,1767695751.50287,STRONG_TREND,BEARISH,Decreasing,,
PYTH,4h,SELL,85,0.072312,0.0723,RSI extremely overbought at 82.9,1767696221.375064,STRONG_TREND,BEARISH,Decreasing,,
PYTH,4h,SELL,85,0.071488,0.0723,RSI extremely overbought at 81.45,1767696614.424266,STRONG_TREND,BEARISH,Increasing,0.0,-0.5142374994128285
PYTH,4h,SELL,85,0.072108,0.0723,RSI extremely overbought at 82.56,1767700258.156907,STRONG_TREND,BEARISH,Increasing,33.33333333333333,-0.0975178738881782
PYTH,4h,SELL,75,0.068705,0.07,"RSI above 55, price below 20EMA, MACD turning negative",1767721689.759568,STRONG_TREND,BEARISH,Decreasing,25.0,-0.2499785749190541
PYTH,4h,SELL,75,0.06933,0.0715,"RSI overbought, price rejection at resistance",1767725348.193735,STRONG_TREND,BEARISH,Decreasing,40.0,0.6171945517088329
PYTH,4h,SELL,75,0.069217,0.0715,"RSI overbought, price rejection at resistance",1767725525.196436,STRONG_TREND,BEARISH,Decreasing,33.33333333333333,0.4002402374149315
PYTH,4h,SELL,75,0.07056,0.0715,"RSI overbought, price below 20EMA, MACD bearish",1767747993.398296,STRONG_TREND,BEARISH,Increasing,42.85714285714285,0.3706170442088748
PYTH,4h,SELL,75,0.069748,0.0715,Price below key EMAs with RSI neutral but MACD bearish,1767751648.310319,STRONG_TREND,BEARISH,Increasing,37.5,0.1179546313854652
PYTH,4h,SELL,80,0.070297,0.0715,"RSI overbought, MACD bearish, price below EMAs",1767755335.674337,STRONG_TREND,BEARISH,Increasing,44.44444444444444,0.2225782770385686
PYTH,4h,SELL,75,0.070421,0.0715,"RSI overbought, price below 20EMA, MACD bearish",1767756140.176552,STRONG_TREND,BEARISH,Increasing,40.0,0.1313464190374126
PYTH,4h,SELL,75,0.07027,0.0708,RSI near 60 with bearish MACD divergence,1767759777.518709,STRONG_TREND,BEARISH,Decreasing,36.36363636363637,0.1057272308986547
PYTH,4h,SELL,75,0.070175,0.0705,"RSI near overbought, price below 20EMA in strong downtrend",1767763415.466879,STRONG_TREND,BEARISH,Decreasing,41.66666666666667,0.1141240163577639
PYTH,4h,SELL,75,0.069903,0.0705,"RSI bearish divergence, price below key EMAs",1767767072.62914,STRONG_TREND,BEARISH,Decreasing,46.15384615384615,0.1156420041964264
