timestamp,open,high,low,close,volume,open_interest
2025-12-02 14:50:00,140.11,140.12,139.68,139.9,4480.32,3594017.26
2025-12-02 14:55:00,139.91,139.96,139.52,139.77,12079.65,3594017.26
2025-12-02 15:00:00,139.77,139.89,139.72,139.82,8155.0,3594017.26
2025-12-02 15:05:00,139.82,139.91,139.73,139.85,11924.19,3594017.26
2025-12-02 15:10:00,139.88,140.04,139.85,140.02,4661.31,3594017.26
2025-12-02 15:15:00,140.03,140.25,139.94,139.94,5355.5,3594017.26
2025-12-02 15:20:00,139.93,140.01,139.79,139.91,6486.14,3594017.26
2025-12-02 15:25:00,139.91,139.99,139.88,139.93,2555.27,3594017.26
2025-12-02 15:30:00,139.93,140.12,139.92,140.11,15916.63,3594017.26
2025-12-02 15:35:00,140.12,140.56,140.07,140.54,64495.64,3594017.26
2025-12-02 15:40:00,140.53,140.57,139.91,140.09,37025.12,3594017.26
2025-12-02 15:45:00,140.1,140.31,139.99,140.27,8807.36,3594017.26
2025-12-02 15:50:00,140.26,140.31,139.96,140.12,9315.1,3594017.26
2025-12-02 15:55:00,140.12,140.26,140.06,140.19,15967.09,3594017.26
2025-12-02 16:00:00,140.21,140.31,139.91,140.13,14185.67,3594017.26
2025-12-02 16:05:00,140.14,140.31,139.89,140.04,20710.64,3594017.26
2025-12-02 16:10:00,140.04,140.23,139.79,139.82,20264.68,3594017.26
2025-12-02 16:15:00,139.81,139.82,138.87,138.94,33344.02,3594017.26
2025-12-02 16:20:00,138.93,139.18,138.79,138.85,103529.21,3594017.26
2025-12-02 16:25:00,138.85,139.17,138.5,138.62,23683.19,3594017.26
2025-12-02 16:30:00,138.62,138.98,138.61,138.65,11641.35,3594017.26
2025-12-02 16:35:00,138.67,138.73,138.18,138.28,24277.89,3594017.26
2025-12-02 16:40:00,138.27,139.0,138.27,139.0,23325.37,3594017.26
2025-12-02 16:45:00,139.0,139.24,138.73,138.82,18095.24,3594017.26
2025-12-02 16:50:00,138.82,138.9,138.57,138.58,15326.84,3594017.26
2025-12-02 16:55:00,138.6,138.75,138.32,138.6,19160.94,3594017.26
2025-12-02 17:00:00,138.61,138.7,138.31,138.52,11710.82,3594017.26
2025-12-02 17:05:00,138.54,138.92,138.5,138.81,7099.07,3594017.26
2025-12-02 17:10:00,138.81,138.93,138.72,138.85,22270.92,3594017.26
2025-12-02 17:15:00,138.86,138.92,138.55,138.61,3350.9,3594017.26
2025-12-02 17:20:00,138.61,138.69,138.5,138.63,1584.3,3594017.26
2025-12-02 17:25:00,138.62,138.9,138.51,138.62,4563.06,3594017.26
2025-12-02 17:30:00,138.62,138.77,138.54,138.54,10237.85,3594017.26
2025-12-02 17:35:00,138.54,138.91,138.54,138.65,8469.78,3594017.26
2025-12-02 17:40:00,138.67,138.88,138.65,138.84,1003.7,3594017.26
2025-12-02 17:45:00,138.82,138.84,138.55,138.57,2338.96,3594017.26
2025-12-02 17:50:00,138.59,139.03,138.59,139.03,5347.54,3594017.26
2025-12-02 17:55:00,139.03,139.21,138.94,139.05,4866.95,3594017.26
2025-12-02 18:00:00,139.04,139.47,138.98,139.39,11110.07,3594017.26
2025-12-02 18:05:00,139.39,139.43,138.81,138.91,6176.84,3594017.26
2025-12-02 18:10:00,138.96,139.63,138.95,139.38,9408.79,3594017.26
2025-12-02 18:15:00,139.37,139.57,139.29,139.34,39143.4,3594017.26
2025-12-02 18:20:00,139.34,139.48,139.28,139.37,1913.82,3594017.26
2025-12-02 18:25:00,139.37,139.49,139.23,139.23,4309.11,3594017.26
2025-12-02 18:30:00,139.22,139.26,139.03,139.16,4852.99,3594017.26
2025-12-02 18:35:00,139.18,139.42,139.14,139.39,1947.99,3594017.26
2025-12-02 18:40:00,139.4,139.94,139.4,139.59,8059.9,3594017.26
2025-12-02 18:45:00,139.6,139.71,139.42,139.7,5530.16,3594017.26
2025-12-02 18:50:00,139.7,139.85,139.57,139.73,4525.48,3594017.26
2025-12-02 18:55:00,139.74,139.9,139.73,139.86,7927.52,3594017.26
2025-12-02 19:00:00,139.87,139.89,139.41,139.42,9387.34,3594017.26
2025-12-02 19:05:00,139.42,139.54,139.22,139.38,7470.29,3594017.26
2025-12-02 19:10:00,139.38,139.38,139.19,139.2,3810.15,3594017.26
2025-12-02 19:15:00,139.18,139.23,139.05,139.15,6730.63,3594017.26
2025-12-02 19:20:00,139.14,139.15,138.77,138.87,15909.55,3594017.26
2025-12-02 19:25:00,138.87,138.88,138.7,138.84,9456.12,3594017.26
2025-12-02 19:30:00,138.84,139.26,138.84,138.99,21471.21,3594017.26
2025-12-02 19:35:00,139.0,139.09,138.75,138.83,2085.54,3594017.26
2025-12-02 19:40:00,138.82,138.85,138.73,138.81,3078.25,3594017.26
2025-12-02 19:45:00,138.81,138.86,138.73,138.74,1308.03,3594017.26
2025-12-02 19:50:00,138.73,138.76,138.36,138.44,16715.93,3594017.26
