timestamp,open,high,low,close,volume,open_interest
2025-11-18 20:45:00,3107.0,3110.8,3101.0,3102.0,1678.1077,801513.0457999997
2025-11-18 21:00:00,3102.1,3102.7,3086.4,3090.8,1654.4343,801513.0457999997
2025-11-18 21:15:00,3090.8,3118.0,3088.0,3112.8,1389.86,801513.0457999997
2025-11-18 21:30:00,3112.8,3113.2,3100.5,3108.4,914.2295,801513.0457999997
2025-11-18 21:45:00,3108.6,3108.9,3096.2,3106.3,4011.4798,801513.0457999997
2025-11-18 22:00:00,3106.3,3121.2,3099.2,3119.9,5614.7001,801513.0457999997
2025-11-18 22:15:00,3120.0,3126.5,3106.0,3116.1,4740.1095,801513.0457999997
2025-11-18 22:30:00,3116.2,3126.8,3112.8,3115.0,3207.4443,801513.0457999997
2025-11-18 22:45:00,3115.2,3126.3,3114.0,3115.2,1425.3091,801513.0457999997
2025-11-18 23:00:00,3115.2,3119.4,3105.1,3107.7,2184.4254,801513.0457999997
2025-11-18 23:15:00,3107.4,3107.4,3092.7,3093.5,14033.876,801513.0457999997
2025-11-18 23:30:00,3093.6,3093.6,3072.0,3080.4,6422.4146,801513.0457999997
2025-11-18 23:45:00,3080.5,3083.3,3070.7,3074.4,3822.9366,801513.0457999997
2025-11-19 00:00:00,3074.4,3077.8,3063.5,3070.5,3970.4773,801513.0457999997
2025-11-19 00:15:00,3070.5,3075.0,3064.5,3071.3,5564.3027,801513.0457999997
2025-11-19 00:30:00,3071.3,3071.3,3059.0,3061.2,7691.9975,801513.0457999997
2025-11-19 00:45:00,3061.1,3065.0,3049.1,3050.1,3906.8305,801513.0457999997
2025-11-19 01:00:00,3050.1,3053.4,3036.6,3040.0,10339.7749,801513.0457999997
2025-11-19 01:15:00,3040.0,3046.9,3025.5,3026.5,16766.9432,801513.0457999997
2025-11-19 01:30:00,3026.5,3027.1,2995.1,2997.0,11757.3431,801513.0457999997
2025-11-19 01:45:00,2997.4,3019.0,2992.7,3018.5,12758.8321,801513.0457999997
2025-11-19 02:00:00,3018.4,3032.8,3011.3,3031.3,4649.4467,801513.0457999997
2025-11-19 02:15:00,3031.3,3034.9,3024.6,3032.4,3160.174,801513.0457999997
2025-11-19 02:30:00,3032.4,3044.9,3031.8,3039.9,2863.4617,801513.0457999997
2025-11-19 02:45:00,3039.9,3045.0,3034.2,3041.7,3749.2675,801513.0457999997
2025-11-19 03:00:00,3041.7,3057.5,3040.0,3056.1,9199.6433,801513.0457999997
2025-11-19 03:15:00,3056.2,3061.7,3049.9,3052.7,5964.8173,801513.0457999997
2025-11-19 03:30:00,3052.5,3076.0,3049.0,3075.2,11751.2164,801513.0457999997
2025-11-19 03:45:00,3075.2,3088.8,3075.0,3086.4,9194.9877,801513.0457999997
2025-11-19 04:00:00,3086.1,3087.6,3078.0,3083.0,3827.2936,801513.0457999997
2025-11-19 04:15:00,3082.9,3101.3,3074.6,3099.7,3130.2568,801513.0457999997
2025-11-19 04:30:00,3099.7,3100.0,3085.0,3088.8,4275.2916,801513.0457999997
2025-11-19 04:45:00,3088.7,3090.9,3076.1,3081.1,1918.1954,801513.0457999997
2025-11-19 05:00:00,3081.0,3081.5,3056.0,3068.1,8798.6985,801513.0457999997
2025-11-19 05:15:00,3068.2,3073.5,3058.5,3065.2,4686.2749,801513.0457999997
2025-11-19 05:30:00,3065.4,3081.0,3065.4,3078.8,5092.0324,801513.0457999997
2025-11-19 05:45:00,3078.6,3089.4,3070.0,3089.3,3608.702,801513.0457999997
2025-11-19 06:00:00,3089.5,3113.3,3085.1,3100.3,7140.2015,801513.0457999997
2025-11-19 06:15:00,3100.6,3105.6,3093.5,3098.0,4804.2799,801513.0457999997
2025-11-19 06:30:00,3097.9,3103.3,3092.3,3101.0,1809.9755,801513.0457999997
2025-11-19 06:45:00,3100.9,3101.0,3086.0,3092.7,1488.7456,801513.0457999997
2025-11-19 07:00:00,3092.7,3101.9,3089.6,3101.9,4102.8592,801513.0457999997
2025-11-19 07:15:00,3101.9,3103.6,3088.1,3088.5,4163.6082,801513.0457999997
2025-11-19 07:30:00,3088.5,3095.8,3085.3,3092.8,2065.8591,801513.0457999997
2025-11-19 07:45:00,3092.8,3095.0,3080.1,3084.5,2994.7854,801513.0457999997
2025-11-19 08:00:00,3084.4,3096.3,3082.2,3088.3,3775.4269,801513.0457999997
2025-11-19 08:15:00,3088.2,3097.2,3082.8,3093.6,1545.3435,801513.0457999997
2025-11-19 08:30:00,3093.4,3098.8,3086.8,3095.5,1341.4088,801513.0457999997
2025-11-19 08:45:00,3095.5,3108.5,3094.0,3101.8,8246.7559,801513.0457999997
2025-11-19 09:00:00,3101.9,3102.1,3088.3,3092.9,3587.4708,801513.0457999997
2025-11-19 09:15:00,3092.4,3099.9,3086.3,3095.6,3713.0957,801513.0457999997
2025-11-19 09:30:00,3095.7,3099.2,3071.3,3077.9,9852.2145,801513.0457999997
2025-11-19 09:45:00,3078.2,3081.2,3058.6,3067.8,5615.9997,801513.0457999997
2025-11-19 10:00:00,3067.9,3070.5,3045.0,3062.3,8229.6665,801513.0457999997
2025-11-19 10:15:00,3062.3,3066.0,3025.0,3027.7,9119.794,801513.0457999997
2025-11-19 10:30:00,3027.8,3064.2,3025.2,3062.3,20532.1943,801513.0457999997
2025-11-19 10:45:00,3062.3,3069.9,3046.5,3060.8,10269.2684,801513.0457999997
2025-11-19 11:00:00,3061.1,3107.3,3060.3,3086.7,16321.2547,801513.0457999997
2025-11-19 11:15:00,3086.8,3096.9,3027.9,3035.5,31824.9975,801513.0457999997
2025-11-19 11:30:00,3036.0,3037.2,2994.4,3004.0,34947.3957,801513.0457999997
2025-11-19 11:45:00,3004.0,3004.0,2968.0,2974.0,35067.6038,801513.0457999997
2025-11-19 12:00:00,2972.9,2986.9,2963.6,2980.1,17692.609,801513.0457999997
2025-11-19 12:15:00,2980.1,2986.9,2955.9,2961.4,19379.4349,801513.0457999997
2025-11-19 12:30:00,2961.4,2967.2,2936.9,2954.3,19980.5471,801513.0457999997
2025-11-19 12:45:00,2954.0,2957.7,2937.6,2950.8,12061.6733,801513.0457999997
2025-11-19 13:00:00,2950.8,2961.6,2919.2,2923.2,17694.6378,801513.0457999997
2025-11-19 13:15:00,2923.2,2936.9,2913.5,2935.9,12006.8736,801513.0457999997
2025-11-19 13:30:00,2935.9,2938.9,2900.5,2928.6,15369.2963,801513.0457999997
2025-11-19 13:45:00,2928.6,2930.1,2907.1,2923.4,11985.1671,801513.0457999997
2025-11-19 14:00:00,2923.4,2929.5,2903.1,2924.3,14670.1393,801513.0457999997
2025-11-19 14:15:00,2924.3,2925.9,2881.1,2888.4,38193.1627,801513.0457999997
2025-11-19 14:30:00,2888.4,2900.2,2882.7,2883.6,11864.073,801513.0457999997
2025-11-19 14:45:00,2883.7,2902.2,2881.7,2900.3,7154.1203,801513.0457999997
2025-11-19 15:00:00,2900.2,2906.5,2886.0,2891.6,14548.1732,801513.0457999997
