timestamp,open,high,low,close,volume,open_interest
2025-11-18 20:45:00,92628.0,92666.0,92409.0,92417.0,130.6027,22488.14634
2025-11-18 21:00:00,92418.0,92434.0,92007.0,92060.0,553.58783,22488.14634
2025-11-18 21:15:00,92060.0,92663.0,91949.0,92432.0,505.39295,22488.14634
2025-11-18 21:30:00,92432.0,92505.0,92210.0,92370.0,194.31902,22488.14634
2025-11-18 21:45:00,92371.0,92466.0,92147.0,92442.0,155.13703,22488.14634
2025-11-18 22:00:00,92443.0,92771.0,92339.0,92752.0,159.40154,22488.14634
2025-11-18 22:15:00,92753.0,92864.0,92281.0,92609.0,166.82561,22488.14634
2025-11-18 22:30:00,92609.0,92873.0,92573.0,92634.0,239.80871,22488.14634
2025-11-18 22:45:00,92635.0,92817.0,92552.0,92578.0,137.05689,22488.14634
2025-11-18 23:00:00,92579.0,92645.0,92357.0,92363.0,159.39777,22488.14634
2025-11-18 23:15:00,92362.0,92362.0,92179.0,92314.0,317.44302,22488.14634
2025-11-18 23:30:00,92314.0,92314.0,91757.0,91913.0,917.48181,22488.14634
2025-11-18 23:45:00,91914.0,92011.0,91671.0,91879.0,399.97417,22488.14634
2025-11-19 00:00:00,91879.0,91973.0,91690.0,91740.0,337.00823,22488.14634
2025-11-19 00:15:00,91740.0,91839.0,91617.0,91704.0,311.46439,22488.14634
2025-11-19 00:30:00,91704.0,91708.0,91322.0,91460.0,552.09739,22488.14634
2025-11-19 00:45:00,91459.0,91505.0,91136.0,91159.0,321.4873,22488.14634
2025-11-19 01:00:00,91160.0,91263.0,90851.0,90917.0,617.04975,22488.14634
2025-11-19 01:15:00,90916.0,91102.0,90829.0,90846.0,458.11803,22488.14634
2025-11-19 01:30:00,90845.0,90847.0,90324.0,90337.0,1010.66244,22488.14634
2025-11-19 01:45:00,90337.0,90450.0,90025.0,90450.0,1230.97418,22488.14634
2025-11-19 02:00:00,90450.0,90687.0,90272.0,90639.0,842.51239,22488.14634
2025-11-19 02:15:00,90640.0,90807.0,90471.0,90806.0,488.39341,22488.14634
2025-11-19 02:30:00,90807.0,91005.0,90806.0,90952.0,761.04209,22488.14634
2025-11-19 02:45:00,90952.0,91100.0,90798.0,90984.0,127.07,22488.14634
2025-11-19 03:00:00,90983.0,91354.0,90958.0,91321.0,393.43489,22488.14634
2025-11-19 03:15:00,91320.0,91430.0,91169.0,91267.0,221.39349,22488.14634
2025-11-19 03:30:00,91266.0,91787.0,91184.0,91750.0,335.51622,22488.14634
2025-11-19 03:45:00,91750.0,92029.0,91724.0,91874.0,448.09225,22488.14634
2025-11-19 04:00:00,91874.0,91909.0,91682.0,91792.0,267.10566,22488.14634
2025-11-19 04:15:00,91794.0,91956.0,91623.0,91918.0,374.03721,22488.14634
2025-11-19 04:30:00,91910.0,91918.0,91503.0,91593.0,428.60713,22488.14634
2025-11-19 04:45:00,91593.0,91594.0,91320.0,91466.0,349.48242,22488.14634
2025-11-19 05:00:00,91466.0,91503.0,91068.0,91336.0,411.92813,22488.14634
2025-11-19 05:15:00,91337.0,91400.0,91112.0,91279.0,113.48639,22488.14634
2025-11-19 05:30:00,91280.0,91495.0,91280.0,91446.0,86.26809,22488.14634
2025-11-19 05:45:00,91447.0,91521.0,91278.0,91516.0,160.82311,22488.14634
2025-11-19 06:00:00,91516.0,91689.0,91486.0,91525.0,116.4773,22488.14634
2025-11-19 06:15:00,91525.0,91593.0,91347.0,91487.0,140.82175,22488.14634
2025-11-19 06:30:00,91487.0,91504.0,91377.0,91482.0,88.71295,22488.14634
2025-11-19 06:45:00,91482.0,91482.0,91221.0,91307.0,261.54455,22488.14634
2025-11-19 07:00:00,91307.0,91644.0,91302.0,91642.0,211.94998,22488.14634
2025-11-19 07:15:00,91643.0,91772.0,91543.0,91543.0,224.26525,22488.14634
2025-11-19 07:30:00,91544.0,91613.0,91464.0,91562.0,138.39665,22488.14634
2025-11-19 07:45:00,91562.0,91581.0,91313.0,91399.0,251.90126,22488.14634
2025-11-19 08:00:00,91398.0,91591.0,91330.0,91401.0,113.61642,22488.14634
2025-11-19 08:15:00,91402.0,91446.0,91203.0,91342.0,156.75209,22488.14634
2025-11-19 08:30:00,91341.0,91501.0,91303.0,91449.0,124.52453,22488.14634
2025-11-19 08:45:00,91449.0,91869.0,91425.0,91770.0,415.78687,22488.14634
2025-11-19 09:00:00,91770.0,91800.0,91556.0,91614.0,297.23597,22488.14634
2025-11-19 09:15:00,91614.0,91800.0,91578.0,91790.0,177.13558,22488.14634
2025-11-19 09:30:00,91790.0,91920.0,91345.0,91475.0,666.68951,22488.14634
2025-11-19 09:45:00,91475.0,91534.0,91178.0,91383.0,372.95131,22488.14634
2025-11-19 10:00:00,91382.0,91526.0,91133.0,91475.0,350.56015,22488.14634
2025-11-19 10:15:00,91476.0,91496.0,91027.0,91100.0,269.9568,22488.14634
2025-11-19 10:30:00,91101.0,91849.0,91091.0,91783.0,559.95768,22488.14634
2025-11-19 10:45:00,91781.0,91834.0,91489.0,91690.0,372.19547,22488.14634
2025-11-19 11:00:00,91700.0,92333.0,91700.0,92022.0,579.54546,22488.14634
2025-11-19 11:15:00,92024.0,92393.0,91134.0,91249.0,864.94565,22488.14634
2025-11-19 11:30:00,91250.0,91250.0,90567.0,90698.0,847.3262,22488.14634
2025-11-19 11:45:00,90700.0,90705.0,89870.0,89939.0,1253.98066,22488.14634
2025-11-19 12:00:00,89938.0,90224.0,89903.0,90122.0,901.32839,22488.14634
2025-11-19 12:15:00,90122.0,90232.0,89579.0,89681.0,1278.11701,22488.14634
2025-11-19 12:30:00,89681.0,89856.0,89444.0,89704.0,976.65278,22488.14634
2025-11-19 12:45:00,89705.0,89911.0,89455.0,89908.0,711.0554,22488.14634
2025-11-19 13:00:00,89886.0,90129.0,89333.0,89350.0,775.74271,22488.14634
2025-11-19 13:15:00,89351.0,89648.0,89316.0,89529.0,584.30687,22488.14634
2025-11-19 13:30:00,89528.0,89584.0,88888.0,89312.0,1388.75505,22488.14634
2025-11-19 13:45:00,89321.0,89572.0,89079.0,89507.0,581.67553,22488.14634
2025-11-19 14:00:00,89507.0,89741.0,89325.0,89671.0,659.0622,22488.14634
2025-11-19 14:15:00,89670.0,89720.0,88888.0,89071.0,923.71439,22488.14634
2025-11-19 14:30:00,89070.0,89300.0,88891.0,88926.0,369.98101,22488.14634
2025-11-19 14:45:00,88926.0,89316.0,88810.0,89279.0,982.39604,22488.14634
2025-11-19 15:00:00,89279.0,89402.0,89035.0,89182.0,460.56387,22488.14634
2025-11-19 15:15:00,89182.0,89232.0,88879.0,88977.0,381.12384,22488.14634
2025-11-19 15:30:00,88978.0,89046.0,88696.0,88740.0,831.46536,22488.14634
2025-11-19 15:45:00,88740.0,89100.0,88652.0,88888.0,905.02971,22488.14634
2025-11-19 16:00:00,88888.0,88936.0,88617.0,88716.0,545.98599,22488.14634
2025-11-19 16:15:00,88715.0,89412.0,88715.0,89412.0,706.63691,22488.14634
2025-11-19 16:30:00,89412.0,89542.0,89109.0,89194.0,572.76912,22488.14634
2025-11-19 16:45:00,89195.0,89701.0,89083.0,89574.0,1195.54335,22488.14634
2025-11-19 17:00:00,89570.0,89942.0,89460.0,89681.0,826.56912,22488.14634
2025-11-19 17:15:00,89684.0,90854.0,89683.0,90094.0,2069.06117,22488.14634
2025-11-19 17:30:00,90095.0,90627.0,90059.0,90499.0,888.01491,22488.14634
2025-11-19 17:45:00,90498.0,90770.0,90410.0,90604.0,453.18542,22488.14634
2025-11-19 18:00:00,90603.0,90636.0,90339.0,90339.0,604.59109,22488.14634
2025-11-19 18:15:00,90339.0,90646.0,90100.0,90587.0,546.66265,22488.14634
2025-11-19 18:30:00,90585.0,90635.0,90387.0,90513.0,240.68619,22488.14634
2025-11-19 18:45:00,90513.0,90556.0,90332.0,90481.0,146.06752,22488.14634
2025-11-19 19:00:00,90481.0,91383.0,90481.0,91339.0,768.75145,22488.14634
2025-11-19 19:15:00,91338.0,91539.0,91215.0,91399.0,630.22891,22488.14634
2025-11-19 19:30:00,91398.0,91509.0,91249.0,91276.0,508.84986,22488.14634
2025-11-19 19:45:00,91276.0,91600.0,91259.0,91554.0,460.17391,22488.14634
2025-11-19 20:00:00,91554.0,91565.0,91188.0,91500.0,289.41074,22488.14634
2025-11-19 20:15:00,91500.0,91888.0,91442.0,91855.0,606.79249,22488.14634
2025-11-19 20:30:00,91855.0,92306.0,91855.0,92233.0,710.27609,22488.14634
2025-11-19 20:45:00,92234.0,92266.0,91859.0,91889.0,474.28123,22488.14634
2025-11-19 21:00:00,91890.0,92357.0,91818.0,92225.0,482.64896,22488.14634
