timestamp,open,high,low,close,volume
2025-09-15 22:45:00,4514.23,4514.14,4515.17,4511.24,165.6689397
2025-09-15 22:50:00,4514.12,4515.02,4516.19,4511.92,104.9503599
2025-09-15 22:55:00,4515.02,4513.64,4516.77,4512.97,93.2799539
2025-09-15 23:00:00,4513.72,4512.99,4514.57,4510.97,104.155794
2025-09-15 23:05:00,4512.99,4515.11,4515.16,4508.66,86.667928
2025-09-15 23:10:00,4515.13,4519.62,4519.77,4515.13,64.9054732
2025-09-15 23:15:00,4519.61,4520.87,4522.67,4517.59,135.2065173
2025-09-15 23:20:00,4520.88,4524.48,4524.96,4520.07,61.5831451
2025-09-15 23:25:00,4524.48,4525.93,4528.13,4524.48,130.3981884
2025-09-15 23:30:00,4525.94,4524.83,4527.45,4523.38,191.9037792
2025-09-15 23:35:00,4524.72,4522.09,4524.72,4521.97,185.5492996
2025-09-15 23:40:00,4522.09,4520.65,4524.41,4519.87,212.6994698
2025-09-15 23:45:00,4520.65,4522.38,4522.51,4520.0,258.6575475
2025-09-15 23:50:00,4522.37,4524.46,4524.46,4520.6,190.3784434
2025-09-15 23:55:00,4524.49,4523.71,4526.76,4523.71,158.2864198
2025-09-16 00:00:00,4523.72,4521.87,4523.72,4520.63,196.9589206
2025-09-16 00:05:00,4521.95,4517.35,4522.19,4516.39,152.0901183
2025-09-16 00:10:00,4517.36,4517.21,4517.36,4515.73,160.1272066
2025-09-16 00:15:00,4517.21,4523.14,4523.15,4516.5,170.0668593
2025-09-16 00:20:00,4523.14,4511.8,4523.28,4511.8,242.499092
2025-09-16 00:25:00,4511.8,4508.46,4514.4,4505.19,595.944454
2025-09-16 00:30:00,4508.45,4508.25,4512.68,4507.81,156.8034937
2025-09-16 00:35:00,4508.44,4513.07,4514.25,4508.44,233.3030381
2025-09-16 00:40:00,4513.11,4512.39,4515.08,4512.04,188.5730902
2025-09-16 00:45:00,4512.39,4511.38,4514.78,4508.31,191.3865695
2025-09-16 00:50:00,4511.38,4506.28,4512.47,4504.51,189.7948326
2025-09-16 00:55:00,4506.28,4513.27,4513.27,4506.28,210.5397741
2025-09-16 01:00:00,4513.28,4522.95,4522.99,4513.28,177.1706236
2025-09-16 01:05:00,4522.94,4523.3,4529.7,4521.56,265.1386198
2025-09-16 01:10:00,4523.31,4525.49,4528.46,4522.35,202.7884051
2025-09-16 01:15:00,4525.5,4531.76,4532.51,4525.5,288.5337185
2025-09-16 01:20:00,4531.76,4532.84,4534.2,4530.72,251.010496
2025-09-16 01:25:00,4533.04,4532.0,4538.6,4532.0,183.9488602
2025-09-16 01:30:00,4531.99,4534.49,4536.5,4531.82,225.385785
2025-09-16 01:35:00,4534.49,4526.44,4534.49,4525.61,112.6820766
2025-09-16 01:40:00,4526.44,4527.5,4527.75,4523.69,204.2604422
2025-09-16 01:45:00,4527.5,4528.5,4534.08,4527.3,213.5533724
2025-09-16 01:50:00,4528.18,4521.64,4531.34,4519.81,398.4541104
2025-09-16 01:55:00,4521.88,4517.36,4521.88,4515.99,263.8159652
2025-09-16 02:00:00,4517.46,4520.96,4520.97,4517.46,348.4693847
2025-09-16 02:05:00,4520.98,4524.34,4528.87,4520.66,404.756865
2025-09-16 02:10:00,4524.45,4527.6,4530.03,4524.45,336.6862845
2025-09-16 02:15:00,4527.78,4525.0,4531.48,4525.0,554.4850992
2025-09-16 02:20:00,4525.0,4523.64,4525.43,4523.01,140.80987725
2025-09-16 02:25:00,4523.63,4526.39,4527.33,4522.71,228.4782347
2025-09-16 02:30:00,4526.38,4527.14,4530.46,4524.51,224.9510315
2025-09-16 02:35:00,4527.14,4520.88,4529.89,4520.66,139.3828539
2025-09-16 02:40:00,4520.87,4519.11,4520.87,4517.83,119.3257613
2025-09-16 02:45:00,4519.01,4521.72,4521.86,4517.57,146.561351
2025-09-16 02:50:00,4521.72,4514.34,4522.37,4514.33,276.4207127
2025-09-16 02:55:00,4514.33,4514.01,4515.05,4513.6,95.6381671
2025-09-16 03:00:00,4514.0,4516.75,4518.42,4513.84,264.9434884
2025-09-16 03:05:00,4516.87,4515.2,4519.12,4514.03,410.5275718
2025-09-16 03:10:00,4515.2,4517.76,4517.76,4514.66,184.0259011
2025-09-16 03:15:00,4517.77,4518.31,4519.29,4515.72,246.95476
2025-09-16 03:20:00,4518.31,4515.35,4518.4,4515.21,239.455403
2025-09-16 03:25:00,4515.35,4519.49,4520.27,4515.35,151.0759296
2025-09-16 03:30:00,4519.49,4529.66,4531.32,4519.47,278.9676686
2025-09-16 03:35:00,4529.63,4526.54,4531.29,4525.26,272.3625992
2025-09-16 03:40:00,4526.7,4525.34,4527.38,4525.24,120.010985
2025-09-16 03:45:00,4525.35,4525.77,4526.21,4523.12,133.1931198
2025-09-16 03:50:00,4525.77,4521.45,4525.77,4521.01,134.2947971
2025-09-16 03:55:00,4521.46,4520.85,4525.2,4520.84,251.5050711
2025-09-16 04:00:00,4520.85,4520.25,4523.03,4519.69,275.2033614
2025-09-16 04:05:00,4520.4,4515.24,4520.55,4514.04,183.7233179
2025-09-16 04:10:00,4515.35,4509.37,4515.84,4507.52,496.6313559
2025-09-16 04:15:00,4509.44,4498.81,4509.53,4488.29,398.7644243
2025-09-16 04:20:00,4499.0,4511.53,4511.53,4499.0,185.9306087
2025-09-16 04:25:00,4511.53,4513.86,4514.25,4511.04,508.348481
2025-09-16 04:30:00,4513.87,4515.32,4516.22,4509.81,467.0143289
2025-09-16 04:35:00,4514.18,4512.29,4514.18,4510.25,282.1156466
2025-09-16 04:40:00,4512.3,4514.12,4514.21,4511.7,77.7128951
2025-09-16 04:45:00,4514.12,4515.17,4517.01,4511.81,106.6395018
2025-09-16 04:50:00,4515.18,4516.09,4520.79,4515.18,75.3228125
2025-09-16 04:55:00,4516.1,4518.64,4519.82,4516.1,94.6017737
2025-09-16 05:00:00,4518.65,4518.52,4519.31,4514.99,188.6605991
2025-09-16 05:05:00,4518.53,4525.3,4525.3,4518.53,182.1541889
2025-09-16 05:10:00,4525.33,4528.57,4530.53,4525.0,302.5336979
2025-09-16 05:15:00,4528.55,4521.12,4532.37,4519.82,169.8938553
2025-09-16 05:20:00,4521.16,4513.69,4521.16,4512.39,286.5296994
2025-09-16 05:25:00,4513.69,4520.16,4522.0,4513.69,168.0992268
2025-09-16 05:30:00,4520.16,4526.05,4527.45,4520.16,140.278918
2025-09-16 05:35:00,4526.05,4524.88,4528.49,4522.21,157.4320495
2025-09-16 05:40:00,4524.88,4527.58,4528.33,4524.88,99.3585012
2025-09-16 05:45:00,4527.59,4527.41,4528.52,4524.48,111.2214493
2025-09-16 05:50:00,4527.41,4529.48,4529.5,4526.55,132.6355629
2025-09-16 05:55:00,4529.48,4530.01,4530.49,4528.32,219.2613876
