address,twitter_handle,pnl_30d,pnl_7d,pnl_1d,winrate_7d,txs_30d,token_active,last_active,is_blue_verified,avg_holding_period_7d,score,rank,last_updated,is_active,timestamp
0x15df49f74171cd2157c89084f63e15fbd12c6ca1,,273.14080216,483.63307603,32.83629951,0.4175,0,1,2026-01-28T20:01:57.141147,False,6730.093625414364,0.7900000000000001,1,2026-01-28T20:01:57.141147,True,2026-01-28T20:01:57.778117
0x4911505cbb6cc71f71b59ef1ec0ee99f6c57a8a0,,107.64756527,238.92233379,32.68288059,0.251,0,1,2026-01-28T20:01:57.150683,False,6703.773662447257,0.7900000000000001,2,2026-01-28T20:01:57.150683,True,2026-01-28T20:01:57.778117
0x9e2cbb5d800181c1ef21b25010dc4ea80eeb5508,,114.90183876,144.34239654,26.91144316,0.7005678884873515,0,1,2026-01-28T20:01:57.172408,False,1390.4556666666667,0.7900000000000001,3,2026-01-28T20:01:57.172408,True,2026-01-28T20:01:57.778117
0x760f7d5345c3d9710cc87519881ccf6f17b6e560,,781.06471354,610.84884085,41.87994694,0.22772772772772773,0,1,2026-01-28T20:01:57.463715,False,13721.000189857761,0.7900000000000001,4,2026-01-28T20:01:57.463715,True,2026-01-28T20:01:57.778117
0xea254d892d1c130f7c6fb6a9ab16128e6905b78f,,182.42739122,594.78340724,18.20938418,0.37,0,1,2026-01-28T20:01:57.174449,False,4846.680338574423,0.7886570381350001,5,2026-01-28T20:01:57.174449,True,2026-01-28T20:01:57.778117
0xa6e2dc44418f5ad213c86db4dbb203a59d13c49f,neet to $1,222.69375322,66.51719609999999,16.747276890000002,0.8100050530570996,0,1,2026-01-28T20:01:57.223399,False,86400.0,0.7875604576675002,6,2026-01-28T20:01:57.223399,True,2026-01-28T20:01:57.778117
0x6fefdc7b1f6e21c2df6564444547a88d3682e993,,102.18378205,162.07658959,14.35469751,0.356,0,1,2026-01-28T20:01:57.236108,False,108480.70811733535,0.7857660231325001,7,2026-01-28T20:01:57.236108,True,2026-01-28T20:01:57.778117
0xf573ada34e15d34fe32066754da10c5edd685f03,,231.79434903,247.85628014,6.800844239999999,0.08404202101050526,0,1,2026-01-28T20:01:57.772121,False,2336.6445477114044,0.7801006331800001,8,2026-01-28T20:01:57.772121,True,2026-01-28T20:01:57.778117
0x4b66f4048a0a90fd5ff44abbe5d68332656b78b8,tung tung tung sahur,95.69450122,308.50280376,37.73611657,0.38461538461538464,0,1,2026-01-28T20:01:57.695624,False,6155.461473446328,0.7799538361800001,9,2026-01-28T20:01:57.695624,True,2026-01-28T20:01:57.778117
0xb28bdcb4c7db9370b73f6dbd57671416a0a57dd6,,114.23013929,59.93133904,1.45451877,0.1965982991495748,0,1,2026-01-28T20:01:57.208803,False,4026.1944148936172,0.7760908890775001,10,2026-01-28T20:01:57.208803,True,2026-01-28T20:01:57.778117
0x506fdc7ebe6c3ac82eb33fc1146ac323d22eecce,,219.28726268,206.85138641,0.9128752,0.4335,0,1,2026-01-28T20:01:57.145149,False,13252.092823117338,0.7756846564000001,11,2026-01-28T20:01:57.145149,True,2026-01-28T20:01:57.778117
0x05a196a9477e70c184ed212d6cf02073f535c3bb,,173.22953525,57.33668764,0.0125432299999999,0.587,0,1,2026-01-28T20:01:57.163837,False,8656.794185580775,0.7750094074225001,12,2026-01-28T20:01:57.163837,True,2026-01-28T20:01:57.778117
0x7928367337f2315e54b0e2809eae446c99593aa8,,99.53510947,53.52960229,0.69651755,0.050880626223091974,0,1,2026-01-28T20:01:57.469690,False,40920.926350446425,0.7744376435925001,13,2026-01-28T20:01:57.469690,True,2026-01-28T20:01:57.778117
0x1bbfb3a33600338d5a948618189649a4588d5fc4,,93.94511966,96.88554597,12.58787301,0.938,0,1,2026-01-28T20:01:57.236108,False,86400.0,0.7703128506308334,14,2026-01-28T20:01:57.236108,True,2026-01-28T20:01:57.778117
0xdb599c4458abca79a2d3694a58433acc5038f51a,,95.89032447,92.69503471,0.21989661,0.2411674347158218,0,1,2026-01-28T20:01:57.309667,False,12316.359420045046,0.7655756795541667,15,2026-01-28T20:01:57.309667,True,2026-01-28T20:01:57.778117
0x8a0cd16a004e21e04936a0a01c6f5a49ff937914,,88.63774562,146.91835675,14.97352745,0.1604496678589678,0,1,2026-01-28T20:01:57.226442,False,32564.756363265307,0.7597182187008334,16,2026-01-28T20:01:57.226442,True,2026-01-28T20:01:57.778117
0xf855fad4fe75406295fde3a8c6ee766f56dc1b36,,349.41924602,45.82485203,-7.18063105,0.42857142857142855,0,1,2026-01-28T20:01:57.662878,False,36829.16321739131,0.7591766567875,17,2026-01-28T20:01:57.662878,True,2026-01-28T20:01:57.778117
